column15,column16,column17
S6NV00317,LAS VEGAS,NV
S6NV00325,SPARKS,NV
S6NV00333,LAS VEGAS,NV
S6NV00341,SPARKS,NV
S6NV00358, LAS VEGAS,NV
S6NY00243,YONKERS,NY
S6NY00250,HARRISON,NY
S6NY00375,NESCONSET,NY
S6NY00383,YONKERS,NY
S6NY00391,BRONX,NY
S6NY00409,HARLEM,NY
S6NY00417,SYRACUSE,NY
S6NY00425,BROOKLYN,NY
S6NY00433,BROOKLYN,NY
S6OH00155,CINCINNATI,OH
S6OH00163,AVON LAKE,OH
S6OH00171,MAINEVILLE,OH
S6OH00213,YOUNGSTOWN,OH
S6OH00221,NORTH ROYALTON,OH
S6OH00239,PARMA,OH
S6OH00247,CINCINNATI,OH
S6OH00254,COLUMBUS,OH
S6OH00262,CANTON,OH
S6OH00270,CINCINNATI,OH
S6OH00288,GALLOWAY,OH
S6OH00296,FINDLAY,OH
S6OK04098,NORMAN,OK
S6OK04106,OKLAHOMA CITY,OK
S6OK04114,TULSA ,OK
S6OK04122,GUTHRIE,OK
S6OK04130,NORMAN,OK
S6OR00110,PORTLAND,OR
S6OR05085,MEDFORD,OR
S6OR05093,COTTAGE GROVE,OR
S6OR05101,TOLEDO,OR
S6OR05119,WILSONVILLE,OR
S6OR05127,PORTLAND,OR
S6OR05135,SALEM,OR
S6OR05150,PROSPECT,OR
S6OR05168,PORTLAND,OR
S6OR05176,SANDY,OR
S6PA00217,PHILADELPHIA,PA
S6PA00241,WEST CHESTER,PA
S6PA00258,ALLENTOWN,PA
S6PA00266,WAYNE,PA
S6PA00274,BRADDOCK,PA
S6PA00282,HARRISBURG,PA
S6PA00290,,PA
S6PA00308,PHILADELPHIA,PA
S6PA00316,BROOMALL,PA
S6RI00163,JAMESTOWN,RI
S6RI00221,PROVIDENCE,RI
S6SC04148,NORTH CHARLESTON,SC
S6SC04155,SPARTANBURG,SC
S6SC04163,BLUFFTON ,SC
S6SC04171,COLUMBIA,SC
S6SD00051,SIOUX FALLS,SD
S6SD01091,YANKTON,SD
S6TN00216,CHATTANOOGA,TN
S6TN00224,CLARKSVILLE       ,TN
S6UT00063,SALT LAKE CITY,UT
S6UT00105,SALT LAKE CITY,UT
S6UT00139,SALT LAKE CITY,UT
S6UT00238,SANDY,UT
S6UT00246,SALT LAKE CITY,UT
S6UT00253,PROVO,UT
S6UT00261,HERRIMAN,UT
S6UT00279,SALT LAKE CITY,UT
S6VA00093,ALEXANDRIA,VA
S6VT00152,BRATTLEBORO,VT
S6VT00160,NORTH POMFRET,VT
S6VT00178,CHELSEA,VT
S6WA00321,AUBURN,WA
S6WA00339,SEATTLE,WA
S6WA00347,MILL CREEK,WA
S6WA00354,OLYMPIA,WA
S6WA00362,BREMERTON,WA
S6WA00370,RENTON,WA
S6WA00388,SEATTLE,WA
S6WA00396,NEWPORT,WA
S6WA00404,OLYMPIA,WA
S6WA00412,SEATTLE,WA
S6WA00420,ANACORTES,WA
S6WA00438,NORMANDY ,WA
S6WA00446,LYNNWOOD ,WA
S6WA00453,PASCO,WA
S6WI00061,MILWAUKEE,WI
S6WI00152,FITCHBURG,WI
S6WI00160,KENOSHA,WI
S6WV00097,BRIDGEPORT,WV
S6WY00068,CASPER,WY
S6WY00126,GILLETTE,WY
S8AK00082,ANCHORAGE,AK
S8AK00090,ANCHORAGE,AK
S8AK00124,ANCHORAGE,AK
S8AL00308,PIKE ROAD,AL
S8CA00283,ARROYO GRANDE,CA
S8CA00291,PALO ALTO,CA
S8CO00099,DENVER,CO
S8CO00156,LONE TREE,CO
S8CO00172,DENVER,CO
S8DE00079,WILMINGTON,DE
S8FL00026,FT LAUDERDALE,FL
S8FL00166,ORLANDO,FL
S8FL00224,LAKELAND,FL
S8FL00232,JACKSONVILLE,FL
S8ID00027,BOISE,ID
S8ID00092,BOISE,ID
S8ID00100,REXBURG,ID
S8ID00159,NAMPA,ID
S8ID00191,LETHA,ID
S8IN00049,INDIANAPOLIS,IN
S8KS00227,OLATHE,
S8KY00118,FT WRIGHT,KY
S8KY00191,HARRODSBURG,KY
S8KY00217,LOUISVILLE,KY
S8KY00241,LOUISVILLE,KY
S8KY00274,EMLYN,KY
S8MA00235,SPRINGFIELD,MA
S8MA00250,MASHPEE,MA
S8MI00158,SOUTHFIELD,
S8MI00281,LANSING,MI
S8MI00323,PORT HURON,MI
S8MN00438,MINNEAPOLIS,MN
S8MO00038,HARRISBURG,PA
S8MS00055,OXFORD,MS
S8MS00196,JACKSON,MS
S8MT00010,HELENA,MT
S8MT00119,BILLINGS,MT
S8NC00239,GREENSBORO,NC
S8NC00247,LEXINGTON,NC
S8NC00254,GASTONIA,NC
S8NE00026,WASHINGTON,DC
S8NE00117,LINCOLN,NE
S8NE00133,HASTINGS,NE
S8NE00141,FREMONT,NE
S8NH00139,BOW,NH
S8NH00147,PORTSMOUTH,NH
S8NH00162,LOUDON,NH
S8NJ00012,PALISADES PARK,NJ
S8NJ00285,FORT LEE,NJ
S8NJ00392,HADDON HEIGHTS,NJ
S8NJ00418,GUTTENBERG,NJ
S8NM00143,SANTA FE,NM
S8NM00184,SANTA FE,NM
S8NM00192,LAMY,NM
S8NY00082,NEW YORK,NY
S8OH00078,CINCINNATI,OH
S8OK00225,TULSA,OK
S8OR00207,PORTLAND,OR
S8PA00130,HERMITAGE,PA
S8SD00024,SIOUX FALLS,SD
S8TN00253,NASHVILLE,TN
S8TX00269,AUSTIN,TX
S8VA00222,LYNCHBURG,VA
S8VA00230,RESTON,VA
S8VA00255,ALEXANDRIA,VA
S8VA00263,MANASSAS,VA
S8VT00059,BURLINGTON,VT
S8WA00137,OLYMPIA,WA
S8WA00186,SEATTLE,WA
S8WA00194,SEATTLE,WA
S8WI00026,MIDDLETON,WI
S8WI00158,NASHOTAH,WI
